track_id,title,file,bpm,label
6819f26bdd5394159281f9eb5d21ca5418adb000,ango music Orchestra Alec Medina – No Smoke,6819f26bdd5394159281f9eb5d21ca5418adb000.mp3,,
5989b90446e217f008f08f8a36c028cfc9771e22,Balada Boa   Gusttavo Lima  (Clipe Oficial),5989b90446e217f008f08f8a36c028cfc9771e22.mp3,,
776b8044dea5e66044be3accde70dd8fac083cbf,BLUES    Sam Smith   Stay With Me,776b8044dea5e66044be3accde70dd8fac083cbf.mp3,,
47ed9e8f064b93d787a29e8456ad214d9fecdeae,Blues Alphard Duo   (I Love You) For Sentimental Reason,47ed9e8f064b93d787a29e8456ad214d9fecdeae.mp3,,
20bd3afc2f37743c77db7d17d5bf6c81a770e88f,Blues Champagne and Wine (Blues,20bd3afc2f37743c77db7d17d5bf6c81a770e88f.mp3,,
034965da0cfe56f423700a0343cd70b89f14c459,Cha cha    Alvaro Soler   Sofia II,034965da0cfe56f423700a0343cd70b89f14c459.mp3,,cha cha
c07ef1cc4cd417490c48b1f464a4572015a1951c,Cha cha    Let's Cha Cha Cha 31 BPM,c07ef1cc4cd417490c48b1f464a4572015a1951c.mp3,,cha cha
122556b0a1c6efb474f2a1e9aacf7e910ecfda40,CHA CHA    music Bang Bang,122556b0a1c6efb474f2a1e9aacf7e910ecfda40.mp3,,cha cha
fc27b97c564a7d9f9eeb402baf5060631da71736,"Cha Cha   Better Days   NEIKED, Mae Muller, Polo",fc27b97c564a7d9f9eeb402baf5060631da71736.mp3,,cha cha
c16000b2ad3eda84893354f10a9302bb37c32010,Cha Cha   Ca,c16000b2ad3eda84893354f10a9302bb37c32010.mp3,,cha cha
3ae2b12db94ce6ca27a3857af96ce22943d460b9,Cha Cha   Cupid   FIFTY FIFTY ft Sabrina Carpenter (Ballroom Bar Remix,3ae2b12db94ce6ca27a3857af96ce22943d460b9.mp3,,cha cha
0b4ab9efc84cc9d1993c0b636a3e57bdc7be798c,Cha Cha   Faded   ZHU (Ballroom Bar Remix,0b4ab9efc84cc9d1993c0b636a3e57bdc7be798c.mp3,,cha cha
17eb3c0ff2f13f465b03ead4acdaf8be4fbd44dc,Cha Cha   Jingle Bell,17eb3c0ff2f13f465b03ead4acdaf8be4fbd44dc.mp3,,cha cha
5ac51ff74ebdcc2aa9f5f8d4d2a1d058abd0609c,Cha Cha   Love Runs Out   OneRepubli,5ac51ff74ebdcc2aa9f5f8d4d2a1d058abd0609c.mp3,,cha cha
4c319adcaa9e09a4224147cde0b3c401322560a5,CHA CHA   Milk  Sugar ft Miriam Makeba   Hi a Ma (Pata Pata) (Official Music Video) [HD],4c319adcaa9e09a4224147cde0b3c401322560a5.mp3,,cha cha
8dd4b7a894d3c4a07c478359f2240fd0b0245b28,Cha Cha   Numb   Marshmello u0026 Khali,8dd4b7a894d3c4a07c478359f2240fd0b0245b28.mp3,,cha cha
e15609d99997793c8bcd091d5982a08451f4d3e8,Cha Cha   Seven Nation Army   Ben,e15609d99997793c8bcd091d5982a08451f4d3e8.mp3,,cha cha
3e5cd08ae106383b7edca35f9e49cbc1f63574ac,Cha Cha   Sex Bom,3e5cd08ae106383b7edca35f9e49cbc1f63574ac.mp3,,cha cha
d73ee951a0e5bbc5b81ba4c602667843e2808dea,CHA CHA  Camila Cabello ft Young Thug   Havana (Chachachá Remix),d73ee951a0e5bbc5b81ba4c602667843e2808dea.mp3,,cha cha
96619b590e4542ecacdba18f00f0b621894fba4e,CHA CHA  Good Feeling,96619b590e4542ecacdba18f00f0b621894fba4e.mp3,,cha cha
5be93658c5786bf64edc57ea57e469d76a5478a3,Cha cha  Kungs  Cookin' On 3 Burners   This Girl (HQ+Sound),5be93658c5786bf64edc57ea57e469d76a5478a3.mp3,,cha cha
2649b68d4a4d07c7e133b286c8267b201e7c9069,"CHA CHA - El Comandante, Costa S",2649b68d4a4d07c7e133b286c8267b201e7c9069.mp3,,cha cha
4ba347b9ce144f120a90a6b3d36b011bd0debaf8,"CHA CHA - Honey Dip, Daniel Amalm",4ba347b9ce144f120a90a6b3d36b011bd0debaf8.mp3,,cha cha
bd913c973b08be3d56a3925b290cb42acec9e8dc,CHA CHA Ava Max   Kings u0026 Queens upravená [Official Music Video,bd913c973b08be3d56a3925b290cb42acec9e8dc.mp3,,cha cha
386ae66bbbed918e44229d23a7453c4212abd60c,Cha cha Bang Bang Cha Cha Ch,386ae66bbbed918e44229d23a7453c4212abd60c.mp3,,cha cha
3d25ba5d8f7b31ab133db0296c711c42cf618525,CHA CHA Besame Besame,3d25ba5d8f7b31ab133db0296c711c42cf618525.mp3,,cha cha
f8d651a6c4517be062eb4a6a6ee698844de62dae,CHA CHA Billie Jean Cha Cha,f8d651a6c4517be062eb4a6a6ee698844de62dae.mp3,,cha cha
82d1815f44492d260f899ecf8c3250b861bd56a1,CHA CHA Black or Whit,82d1815f44492d260f899ecf8c3250b861bd56a1.mp3,,cha cha
523831e90579fff047e4d0734e8dcd938118f129,CHA CHA Bombo(Cha Cha Cha) DJ Rico Latino,523831e90579fff047e4d0734e8dcd938118f129.mp3,,cha cha
c434c9ddc432c46c2e84e2d1ac06e911508a5c0b,CHA CHA Boom Boom,c434c9ddc432c46c2e84e2d1ac06e911508a5c0b.mp3,,cha cha
6072fa1801be4ccde81e584dd6a558d421d1647b,CHA CHA Borracha [Chachacha 31 bpm] - Cuba Cuba,6072fa1801be4ccde81e584dd6a558d421d1647b.mp3,,cha cha
b6e272d11450eb77eb9c011d67d159a52e28ab4f,CHA CHA BROTHER LOUIE x CHA CHA   DJ ONYOK REMIX OF PUROK KULITI,b6e272d11450eb77eb9c011d67d159a52e28ab4f.mp3,,cha cha
874f842df8c8b114531f23f03e960e0c244d633a,CHA CHA Café Maria (Remix 14) (ChaCha  31 BPM,874f842df8c8b114531f23f03e960e0c244d633a.mp3,,cha cha
f170b91d468be34a8333ddbdc86b8a7db26ca382,CHA CHA California Dreamin (Extended Mix,f170b91d468be34a8333ddbdc86b8a7db26ca382.mp3,,cha cha
f7e49050f165aaf56fcaf68255fc9a31f37d7094,Cha cha Cassin,f7e49050f165aaf56fcaf68255fc9a31f37d7094.mp3,,cha cha
62ca803c8d20074e02a1d76af854326b064c164b,Cha cha cha   Ricky Ke,62ca803c8d20074e02a1d76af854326b064c164b.mp3,,cha cha
acdbd9a94c05a3667bf06df662709e8ba9312cd3,CHA CHA CHA   Take You Dancing remix Hantos Dja,acdbd9a94c05a3667bf06df662709e8ba9312cd3.mp3,,cha cha
87cb3e77a0c2fe6c9eb6d4cbebdffc7809aeeff8,Cha cha cha   Whats Makes You Beautiful,87cb3e77a0c2fe6c9eb6d4cbebdffc7809aeeff8.mp3,,cha cha
